Personal or Business,Business Number,Vehicle Type,Standard or Express,Platform,Cancel Reason,Cancelled by,Placement Day,Placement Time,Confirmation Day,Confirmation Time,Cancellation Day,Cancellation Time,Distance (KM),Pickup Lat,Pickup Long,scheduled
Business,40300,Bike,Express,desktop,I placed the wrong locations.,Customer,3,13:23:22,3,13:24:03,3,14:27:09,13,-1.2942960,36.7750780,OnDemAND
Personal,,Bike,Express,desktop,No Partner,Staff,3,7:41:44,3,7:42:21,3,8:44:02,4,-1.3425583,36.7586528,OnDemAND
Business,29236,Bike,Express,desktop,Customer error,Staff,3,14:50:45,3,14:51:03,3,15:16:43,7,-1.3259113,36.8367563,OnDemAND
Personal,,Bike,Standard,android,No Partner,Staff,3,14:58:56,,,4,3:00:34,9,-1.2831972,36.9656813,OnDemAND
Personal,,Bike,Express,android,My order is not ready.,Customer,3,12:46:34,3,12:47:26,3,12:47:39,13,-1.3715766,36.7449254,OnDemAND
Personal,,Bike,Standard,ios,No Partner,Staff,3,16:48:11,3,16:53:11,3,19:54:57,20,-1.2840890,36.8297900,OnDemAND
Personal,,Bike,Express,android,I placed the wrong locations.,Customer,3,14:45:30,,,3,14:45:35,22,-1.2662516,36.8831780,OnDemAND
Business,22996,Bike,Express,desktop,I placed the wrong locations.,Customer,3,10:45:42,3,10:45:52,3,10:57:39,20,-1.2964097,36.7734221,OnDemAND
Personal,,Bike,Standard,desktop,I placed the wrong locations.,Customer,3,17:58:27,,,3,17:58:48,2,-1.3056741,36.7869612,OnDemAND
Personal,,Bike,Express,android,The driver is too far away.,Customer,3,13:49:48,,,3,14:06:30,16,-1.1878591,36.9888525,OnDemAND
Business,20680,Bike,Express,android,No driver has been allocated to my request.,Customer,3,9:34:59,,,3,9:35:12,3,-1.2577143,36.8058002,OnDemAND
Business,31348,Bike,Express,desktop,Customer error,Staff,3,10:03:38,3,10:05:12,3,10:12:26,5,-1.2994062,36.8309410,OnDemAND
Personal,,Bike,Standard,android,I placed the wrong locations.,Customer,3,17:52:01,,,3,17:52:25,13,-1.2191586,36.8831064,OnDemAND
Business,17968,Bike,Express,desktop,No Partner,Staff,3,15:32:34,3,15:33:19,3,16:16:42,18,-1.3335750,36.8864641,OnDemAND
Personal,,Bike,Standard,android,No driver has been allocated to my request.,Customer,3,12:38:20,,,3,12:43:19,5,-1.2640240,36.8023590,OnDemAND
Business,17968,Bike,Express,desktop,No Partner,Staff,3,15:38:10,3,15:38:41,3,16:27:51,10,-1.3096210,36.8368950,OnDemAND
Business,20680,Bike,Express,desktop,I placed the wrong locations.,Customer,3,12:48:04,3,12:48:54,3,12:51:39,15,-1.2890800,36.8220312,OnDemAND
Business,20680,Bike,Express,android,No Partner,Staff,3,17:43:35,,,3,17:44:49,9,-1.2608895,36.7860034,OnDemAND
Personal,,Bike,Standard,android,My order is not ready.,Customer,3,21:04:51,,,3,21:05:24,12,-1.2134070,36.8724199,Scheduled
Business,32692,Bike,Express,API,Customer error,Staff,3,11:36:52,3,11:37:08,3,11:39:38,0,-1.3287904,36.8717943,OnDemAND
Business,18028,Bike,Express,desktop,No Partner,Staff,3,11:34:21,3,11:35:32,3,11:36:08,0,-1.2970411,36.7770316,OnDemAND
Personal,,Bike,Express,android,Customer error,Staff,3,11:03:44,3,11:05:49,3,11:20:26,11,-1.3251106,36.8620344,OnDemAND
Business,32692,Bike,Express,API,No Partner,Staff,3,16:43:03,3,16:45:31,3,17:41:58,0,-1.3345904,36.8689943,OnDemAND
Personal,,Bike,Express,android,My order is not ready.,Customer,3,16:28:51,,,3,16:30:23,5,-1.2687778,36.8091024,OnDemAND
Personal,,Bike,Express,android,My order is not ready.,Customer,3,8:36:44,,,3,8:37:21,11,-1.3291960,36.8487940,OnDemAND
Personal,,Bike,Standard,ios,No driver has been allocated to my request.,Customer,3,15:06:49,,,3,15:09:04,12,-1.3213115,36.7990151,OnDemAND
Business,20680,Bike,Express,desktop,Customer error,Staff,3,13:29:00,3,13:51:41,3,14:02:00,16,-1.2195006,36.8899865,OnDemAND
Personal,,Bike,Express,ios,My order is not ready.,Customer,3,9:52:20,3,9:52:50,3,10:09:06,6,-1.3059742,36.7874803,OnDemAND
Personal,,Bike,Standard,android,No Partner,Staff,3,14:16:18,,,3,17:54:31,21,-1.2842890,36.8235900,OnDemAND
Personal,,Bike,Standard,ios,No driver has been allocated to my request.,Customer,3,8:16:58,,,3,8:25:49,15,-1.3320105,36.8714904,OnDemAND
Business,27184,Bike,Express,desktop,My order is not ready.,Customer,3,11:29:56,,,3,11:30:51,8,-1.2568666,36.8025369,OnDemAND
Personal,,Bike,Standard,ios,No Partner,Staff,3,14:26:58,3,15:23:06,3,15:30:48,21,-1.2846890,36.8317900,OnDemAND
Personal,,Bike,Express,android,I placed the wrong locations.,Customer,3,19:37:08,3,19:37:51,3,19:38:13,4,-1.2836344,36.8273667,OnDemAND
Business,20680,Bike,Standard,desktop,I placed the wrong locations.,Customer,3,15:25:08,3,16:18:50,3,16:25:52,10,-1.2561436,36.8361526,OnDemAND
Business,29236,Bike,Express,desktop,No Partner,Staff,3,12:21:52,3,12:22:24,3,12:56:41,8,-1.3058062,36.8224410,OnDemAND
Personal,,Bike,Standard,android,The driver is too far away.,Customer,3,14:33:15,3,15:12:08,3,18:26:55,12,-1.2604579,36.8116242,OnDemAND
Business,27436,Bike,Standard,android,The driver is too far away.,Customer,3,12:43:27,3,13:50:30,3,15:01:43,7,-1.2612494,36.8021480,OnDemAND
Personal,,Bike,Standard,desktop,No driver has been allocated to my request.,Customer,3,20:45:22,,,3,23:26:13,26,-1.2588899,36.6950728,OnDemAND
Business,58084,Bike,Standard,desktop,I placed the wrong locations.,Customer,3,12:53:27,,,3,13:04:08,10,-1.2574722,36.8216074,OnDemAND
Personal,,Bike,Express,desktop,I placed the wrong locations.,Customer,3,16:36:03,3,16:38:05,3,16:44:49,2,-1.2906158,36.8290114,OnDemAND
Personal,,Bike,Standard,ios,My order is not ready.,Customer,3,0:10:18,,,3,0:10:35,2,-1.2931477,36.7893763,OnDemAND
Business,55600,Bike,Standard,ios,My order is not ready.,Customer,3,14:30:15,,,3,15:03:08,22,-1.3894636,36.7407377,OnDemAND
Personal,,Bike,Express,android,I placed the wrong locations.,Customer,3,7:27:44,3,7:28:01,3,7:31:41,17,-1.2658597,36.8093191,OnDemAND
Business,23728,Bike,Express,desktop,No Partner,Staff,3,10:25:37,,,4,3:00:34,18,-1.2569895,36.7841034,OnDemAND
Personal,,Bike,Standard,ios,No Partner,Staff,3,14:33:20,3,16:34:35,3,17:03:03,3,-1.3012919,36.8098577,OnDemAND
Business,18028,Bike,Express,android,My order is not ready.,Customer,3,14:22:19,3,14:22:57,3,14:23:19,39,-1.2841955,36.8281749,OnDemAND
Business,50404,Bike,Express,desktop,My order is not ready.,Customer,3,14:32:19,3,14:32:54,3,14:41:55,45,-1.3206332,36.7049520,OnDemAND
Personal,,Bike,Standard,ios,The driver is too far away.,Customer,3,14:39:21,3,15:12:08,3,19:10:36,6,-1.2798257,36.7893930,OnDemAND
Business,30328,Bike,Express,desktop,No Partner,Staff,3,11:52:09,3,12:43:44,2,11:20:25,7,-1.2876799,36.8310091,OnDemAND
Personal,,Bike,Standard,ios,Delay,Staff,3,14:04:57,,,3,14:23:29,14,-1.3360125,36.7408377,OnDemAND
Personal,,Bike,Standard,android,No driver has been allocated to my request.,Customer,3,16:29:07,3,16:51:12,3,16:54:52,13,-1.2160460,36.7947976,OnDemAND
Personal,,Bike,Standard,android,My order is not ready.,Customer,3,21:07:24,,,3,21:07:32,12,-1.2096070,36.8771199,OnDemAND
Personal,,Bike,Standard,desktop,No driver has been allocated to my request.,Customer,3,15:08:59,,,3,15:56:20,12,-1.3456863,36.7664931,OnDemAND
Personal,,Bike,Standard,android,My order is not ready.,Customer,3,13:48:19,3,13:50:29,3,14:07:20,13,-1.2925218,36.7691216,OnDemAND
Business,17968,Bike,Express,desktop,No Partner,Staff,3,8:17:06,3,8:17:29,3,8:41:50,15,-1.3092210,36.8348950,OnDemAND
Business,20680,Bike,Express,android,My order is not ready.,Customer,3,17:46:22,,,3,17:46:54,9,-1.2575895,36.7810034,Scheduled
Business,20680,Bike,Standard,android,No driver has been allocated to my request.,Customer,3,9:49:17,,,3,10:35:11,19,-1.2695084,36.8109927,OnDemAND
Personal,,Bike,Express,android,I placed the wrong locations.,Customer,3,9:41:06,,,3,9:43:03,54,-1.3139594,36.7118329,OnDemAND
Business,27184,Bike,Express,desktop,I placed the wrong locations.,Customer,3,11:31:55,3,11:34:19,3,11:42:21,8,-1.2601638,36.8022399,OnDemAND
Business,20680,Bike,Standard,android,I placed the wrong locations.,Customer,3,9:10:37,,,3,9:13:14,16,-1.2767736,36.8479646,OnDemAND
Personal,,Bike,Standard,android,The driver is too far away.,Customer,3,12:08:35,,,3,12:47:02,2,-1.2920436,36.7837170,OnDemAND
Personal,,Bike,Standard,android,No Partner,Staff,3,7:44:07,,,3,10:39:03,6,-1.2963951,36.8094865,OnDemAND
Personal,,Bike,Standard,android,No driver has been allocated to my request.,Customer,3,13:56:34,,,3,14:33:19,12,-1.3050357,36.7794296,OnDemAND
Personal,,Bike,Standard,desktop,No Partner,Staff,3,9:57:43,,,3,14:36:56,14,-1.2968275,36.7939879,Scheduled
Personal,,Bike,Standard,ios,Delay,Staff,3,10:19:11,,,3,15:42:54,12,-1.2401733,36.7909377,OnDemAND
Personal,,Bike,Standard,android,No driver has been allocated to my request.,Customer,3,8:30:28,,,3,13:02:12,3,-1.2658643,36.7676499,OnDemAND
Personal,,Bike,Standard,ios,Delay,Staff,3,10:13:31,3,15:13:36,3,15:38:39,7,-1.2340733,36.7885377,Scheduled
Personal,,Bike,Standard,ios,Delay,Staff,3,9:50:50,3,15:06:50,3,15:41:27,21,-1.2343733,36.7962377,Scheduled
Business,33280,Bike,Express,desktop,My order is not ready.,Customer,3,9:49:23,,,3,9:50:23,11,-1.2760560,36.8014980,OnDemAND
Business,32788,Bike,Standard,desktop,No driver has been allocated to my request.,Customer,3,13:43:26,,,3,15:36:11,20,-1.3251181,36.8527097,OnDemAND
Personal,,Bike,Express,desktop,No Partner,Staff,3,6:46:26,3,6:56:01,3,7:44:23,21,-1.3228683,36.8620300,OnDemAND
Personal,,Bike,Standard,ios,Delay,Staff,3,10:15:49,3,15:13:36,3,15:36:14,10,-1.2371733,36.7911377,Scheduled
Personal,,Bike,Standard,ios,Delay,Staff,3,10:07:46,3,15:13:36,3,15:39:24,11,-1.2312733,36.7972377,Scheduled
Personal,,Bike,Standard,android,No driver has been allocated to my request.,Customer,3,14:01:12,,,3,15:21:30,24,-1.2560089,36.7849337,OnDemAND
Business,17968,Bike,Express,desktop,My order is not ready.,Customer,3,12:45:40,3,12:46:01,3,12:55:46,33,-1.3067210,36.8262950,OnDemAND
Personal,,Bike,Express,android,I placed the wrong locations.,Customer,3,15:05:28,3,15:07:47,3,15:39:53,28,-1.3424863,36.7624931,OnDemAND
Business,20680,Bike,Express,desktop,I placed the wrong locations.,Customer,3,8:43:05,3,8:46:35,3,9:03:42,1,-1.2898940,36.8235710,OnDemAND
Business,60856,Bike,Standard,desktop,No driver has been allocated to my request.,Customer,3,8:23:40,,,3,8:54:12,6,-1.3575064,36.9553871,OnDemAND
Personal,,Bike,Standard,desktop,No driver has been allocated to my request.,Customer,3,12:09:06,,,3,15:03:28,9,-1.3437863,36.7620931,OnDemAND
Business,18088,Bike,Standard,desktop,No driver has been allocated to my request.,Customer,3,9:41:13,,,3,12:55:46,10,-1.2743310,36.8514227,OnDemAND
Business,50836,Bike,Standard,desktop,No driver has been allocated to my request.,Customer,3,12:42:48,,,3,14:20:35,6,-1.3305996,36.8632935,OnDemAND
Personal,,Bike,Standard,android,No driver has been allocated to my request.,Customer,3,12:33:10,,,3,16:37:10,8,-1.3123442,36.8755871,OnDemAND
Personal,,Bike,Standard,ios,No driver has been allocated to my request.,Customer,3,13:04:26,,,3,13:09:56,6,-1.2631779,36.7898648,OnDemAND
Personal,,Bike,Standard,ios,No Partner,Staff,3,13:50:18,,,4,3:00:49,17,-1.3050420,36.8219651,OnDemAND
Personal,,Bike,Standard,desktop,No driver has been allocated to my request.,Customer,3,11:35:26,,,3,15:03:35,13,-1.3415863,36.7648931,OnDemAND
Personal,,Bike,Standard,android,No Partner,Staff,3,14:41:06,3,16:12:36,3,16:20:32,14,-1.3076594,36.7034329,OnDemAND
Personal,,Bike,Standard,android,The driver is too far away.,Customer,3,13:49:06,,,3,15:11:57,20,-1.3136373,36.9179470,OnDemAND
Personal,,Bike,Standard,android,No Partner,Staff,3,10:48:18,3,16:15:12,3,16:23:01,9,-1.3231911,36.7165853,Scheduled
Business,20680,Bike,Standard,desktop,No Partner,Staff,3,9:03:45,,,3,13:34:07,16,-1.2662143,36.8028002,OnDemAND
Personal,,Bike,Standard,android,No driver has been allocated to my request.,Customer,3,14:00:06,,,3,16:11:40,17,-1.3020746,36.7694604,OnDemAND
Personal,,Bike,Standard,android,No driver has been allocated to my request.,Customer,3,14:35:34,,,3,14:38:06,12,-1.3023357,36.7800296,OnDemAND
Personal,,Bike,Standard,ios,No driver has been allocated to my request.,Customer,3,8:23:02,,,3,11:54:24,6,-1.2771257,36.7855930,OnDemAND
Personal,,Bike,Standard,desktop,No Partner,Staff,3,12:46:55,,,3,16:59:59,14,-1.3359507,36.8582576,Scheduled
Personal,,Bike,Standard,android,No driver has been allocated to my request.,Customer,3,10:12:03,,,3,12:01:57,15,-1.2991063,36.8236083,OnDemAND
Business,31348,Bike,Express,desktop,My order is not ready.,Customer,3,9:48:32,,,3,10:58:50,4,-1.3048869,36.8509207,OnDemAND
Business,32692,Bike,Express,API,No Partner,Staff,3,14:21:06,,,3,14:46:43,0,-1.3317904,36.8661943,OnDemAND
Business,39592,Bike,Standard,desktop,No driver has been allocated to my request.,Customer,3,9:48:39,,,3,10:06:04,18,-1.3263104,36.7058726,OnDemAND
Personal,,Bike,Standard,ios,No driver has been allocated to my request.,Customer,3,15:49:44,3,16:58:52,3,17:43:47,9,-1.2896890,36.8225900,OnDemAND
Personal,,Bike,Standard,ios,Delay,Staff,3,10:29:19,,,3,15:43:40,9,-1.2336733,36.7887377,OnDemAND
Personal,,Bike,Standard,android,No driver has been allocated to my request.,Customer,3,10:45:00,,,3,11:08:16,5,-1.2690232,36.8300068,Scheduled
Personal,,Bike,Express,android,No Partner,Staff,3,0:00:04,,,3,3:00:46,0,-1.3051066,36.7671423,OnDemAND
Personal,,Bike,Standard,ios,Delay,Staff,3,10:01:52,3,15:06:50,3,15:40:42,10,-1.2337733,36.7925377,Scheduled
Personal,,Bike,Standard,android,The driver is too far away.,Customer,3,9:57:12,,,3,10:01:26,8,-1.3079442,36.8674871,OnDemAND
Personal,,Bike,Standard,desktop,No Partner,Staff,3,14:40:17,,,4,3:00:49,22,-1.2372580,36.8062235,OnDemAND
Personal,,Bike,Standard,ios,I placed the wrong locations.,Customer,3,11:14:01,,,3,11:14:13,20,-1.2662855,36.8179104,OnDemAND
Personal,,Bike,Standard,android,No driver has been allocated to my request.,Customer,3,12:46:30,,,3,13:50:41,7,-1.3039585,36.8110065,OnDemAND
Business,52012,Bike,Standard,desktop,No driver has been allocated to my request.,Customer,3,10:20:20,,,3,11:02:24,16,-1.2347041,36.8103029,OnDemAND
Business,32692,Bike,Express,API,No Partner,Staff,3,14:21:05,,,3,14:46:57,0,-1.3273904,36.8713943,OnDemAND
Business,29068,Bike,Standard,API,Customer error,Staff,3,12:01:30,,,3,12:03:49,7,-1.2838890,36.8282900,OnDemAND
Personal,,Bike,Standard,ios,No driver has been allocated to my request.,Customer,3,14:30:20,,,3,14:45:40,9,-1.3313684,36.8114021,OnDemAND
Personal,,Bike,Standard,android,No driver has been allocated to my request.,Customer,3,11:19:23,,,3,13:13:58,14,-1.2229018,36.8813436,OnDemAND
Business,17968,Bike,Express,desktop,My order is not ready.,Customer,3,13:04:52,3,13:05:03,3,13:05:21,42,-1.3087210,36.8265950,OnDemAND
Business,61720,Bike,Express,desktop,I placed the wrong locations.,Customer,3,14:47:00,3,14:53:44,3,15:10:22,6,-1.2854609,36.8258932,OnDemAND
Personal,,Bike,Standard,android,No driver has been allocated to my request.,Customer,3,12:28:12,,,3,12:42:54,11,-1.2783647,36.8446271,OnDemAND
Personal,,Bike,Standard,android,No driver has been allocated to my request.,Customer,3,13:05:10,,,3,15:24:33,11,-1.2573306,36.8280480,OnDemAND
Business,20680,Bike,Express,desktop,No Partner,Staff,3,14:06:42,3,14:07:00,3,14:17:34,12,-1.2810800,36.8240312,OnDemAND
Personal,,Bike,Standard,ios,The driver is too far away.,Customer,3,14:27:54,3,14:51:57,3,15:49:07,2,-1.2500931,36.8069087,OnDemAND
Business,10036,Bike,,desktop,My order is not ready.,Customer,3,8:02:01,3,8:02:30,3,8:08:08,4,-1.2648316,36.7873436,OnDemAND
Business,20680,Bike,Express,desktop,No Partner,Staff,3,14:00:29,3,14:26:58,3,15:03:12,10,-1.2804736,36.8469646,OnDemAND
Business,32692,Bike,Express,API,Customer error,Staff,3,9:15:41,3,9:16:53,3,9:20:03,0,-1.3302904,36.8660943,OnDemAND
Personal,,Bike,Standard,ios,No Partner,Staff,3,10:04:10,,,3,12:16:18,5,-1.2385733,36.7923377,OnDemAND
Business,40300,Bike,Express,desktop,My order is not ready.,Customer,3,10:38:42,3,10:39:13,3,10:54:28,8,-1.3000960,36.7802780,OnDemAND
Personal,,Bike,Standard,android,No Partner,Staff,3,9:45:10,,,3,13:57:06,3,-1.3332554,36.8373661,Scheduled
Personal,,Bike,Standard,android,No driver has been allocated to my request.,Customer,3,12:35:30,,,3,15:31:13,15,-1.3074442,36.8684871,OnDemAND
Personal,,Bike,Standard,android,No driver has been allocated to my request.,Customer,3,14:01:29,,,3,19:34:28,10,-1.2820689,36.8425151,OnDemAND
Personal,,Bike,Standard,desktop,No driver has been allocated to my request.,Customer,3,11:26:28,,,3,15:03:42,21,-1.3391863,36.7677931,OnDemAND
Personal,,Bike,Standard,android,The driver is too far away.,Customer,3,13:13:56,,,3,15:05:39,3,-1.3042086,36.8106091,OnDemAND
Business,31576,Bike,Express,desktop,Customer error,Staff,3,14:06:30,3,14:07:12,3,15:29:23,23,-1.3072918,36.7558940,OnDemAND
Personal,,Bike,Standard,ios,Delay,Staff,3,10:17:43,,,3,15:42:17,14,-1.2303733,36.7904377,OnDemAND
Personal,,Bike,Express,android,My order is not ready.,Customer,3,8:53:42,3,8:54:11,3,9:10:13,15,-1.2967407,36.8339912,OnDemAND
Business,48160,Bike,Express,desktop,I placed the wrong locations.,Customer,3,9:33:31,3,9:35:23,3,9:53:34,228,-1.3205021,36.9168821,OnDemAND
Business,40300,Bike,Express,desktop,No Partner,Staff,3,9:37:51,3,9:38:05,3,10:17:48,5,-1.2530926,36.8031685,OnDemAND
Personal,,Bike,Standard,android,No Partner,Staff,3,17:12:00,,,3,19:28:06,7,-1.2806890,36.8307900,OnDemAND
Personal,,Bike,Standard,android,No driver has been allocated to my request.,Customer,3,9:44:07,,,3,9:44:43,8,-1.2594895,36.7807034,OnDemAND
Business,20680,Bike,Express,desktop,No Partner,Staff,3,14:04:03,3,14:27:54,3,15:03:40,10,-1.2780736,36.8447646,OnDemAND
Business,51448,Bike,Standard,API,No Partner,Staff,3,7:54:03,3,16:27:51,3,17:43:01,10,-1.2779985,36.8144737,Scheduled
Personal,,Bike,Standard,ios,Customer error,Staff,3,9:56:11,3,14:51:57,3,15:35:44,14,-1.2374733,36.7899377,Scheduled
Business,30244,Bike,Standard,desktop,No driver has been allocated to my request.,Customer,3,11:06:57,,,3,12:49:42,17,-1.3017062,36.8290410,OnDemAND
Business,20680,Bike,Standard,desktop,No driver has been allocated to my request.,Customer,3,13:46:20,,,3,13:52:18,2,-1.2583472,36.8042633,OnDemAND
Personal,,Bike,Standard,android,No driver has been allocated to my request.,Customer,3,13:14:43,,,3,16:37:01,17,-1.2882373,36.8924811,OnDemAND
Business,49060,Bike,Express,android,I placed the wrong locations.,Customer,3,13:15:18,3,13:16:33,3,13:21:56,18,-1.2887243,36.8213248,OnDemAND
Personal,,Bike,Standard,android,I placed the wrong locations.,Customer,3,14:44:52,,,3,16:07:36,10,-1.3216524,36.8068495,OnDemAND
Business,39004,Bike,Standard,desktop,No Partner,Staff,3,11:03:46,,,3,16:56:53,16,-1.1943664,36.8163622,Scheduled
Personal,,Bike,Standard,android,No driver has been allocated to my request.,Customer,3,12:05:48,,,3,15:02:53,6,-1.2494991,36.8026519,OnDemAND
Personal,,Bike,Standard,android,No driver has been allocated to my request.,Customer,3,11:15:14,,,3,13:23:26,13,-1.3474360,36.8978004,OnDemAND
Personal,,Bike,Standard,ios,Delay,Staff,3,9:58:33,3,15:06:51,3,15:35:08,10,-1.2375733,36.7917377,Scheduled
Business,31576,Bike,Express,desktop,No driver has been allocated to my request.,Customer,3,11:07:59,3,11:12:33,3,11:38:29,8,-1.3438400,36.8938345,OnDemAND
Personal,,Bike,Standard,android,No driver has been allocated to my request.,Customer,3,11:42:45,,,3,15:10:31,7,-1.2713710,36.8027060,OnDemAND
Business,29068,Bike,Standard,API,Customer error,Staff,3,14:11:39,3,17:56:18,3,18:38:10,4,-1.3058750,36.8101190,Scheduled
Personal,,Bike,Express,desktop,No Partner,Staff,3,10:27:20,3,10:29:16,3,10:29:42,24,-1.2942097,36.7697221,OnDemAND
Personal,,Bike,Standard,desktop,No Partner,Staff,3,12:57:47,3,17:00:50,3,17:05:11,13,-1.2777650,36.7833642,OnDemAND
Personal,,Bike,Standard,ios,No driver has been allocated to my request.,Customer,3,7:48:52,,,3,7:58:21,2,-1.2781604,36.8201138,OnDemAND
Personal,,Bike,Standard,ios,No driver has been allocated to my request.,Customer,3,13:11:05,,,3,14:18:36,10,-1.3168234,36.8423720,OnDemAND
Personal,,Bike,Standard,ios,The driver is too far away.,Customer,3,8:30:52,,,3,9:48:57,11,-1.3296122,36.7849446,OnDemAND
Personal,,Bike,Standard,ios,The driver is too far away.,Customer,3,14:27:41,3,16:12:36,3,16:22:26,10,-1.3084234,36.8428720,OnDemAND
